sys_guid,sys_dtcreated,sys_timestamp,sys_info,sys_user,sys_lastuser,sys_exported,sys_dtexported,sys_recver,sys_deleted,sys_lock,codcuenta,codigo,descripcion,pmensual,tipo,padre,uf_inhabilitado,uf_fechainhabilitacion
f44b70c15d71495498c261795a07c3ae,2025-09-22T23:59:59,2025-09-22T23:59:59,\0,\0,\0,\0,\0,0,\0,\0,\0,SR,Surtido de requisición,0.00000000,3,\0,\0,\0
