sys_guid,sys_dtcreated,sys_timestamp,sys_info,sys_user,sys_lastuser,sys_exported,sys_dtexported,sys_recver,sys_deleted,sys_lock,codcuenta,codigo,descripcion,email,fax,telefonos,website,domicilio1,uf_movremoto,uf_inhabilitado,uf_fechainhabilitacion,uf_formaproduccion,clase,ubicacion
b785288bcb0a43e1a6daa1b455971883,2025-09-22T23:59:59,2025-09-22T23:59:59,\0,\0,\0,0,2025-09-22T23:59:59,0,\0,\0,\0,AGS,Almacén general de surtido,\0,\0,\0,\0,\0,\0,\0,\0,\0,\0,\0
